date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:23:32	46762/46762	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Jun%202018%2013:23:30%20GMT	https://www.jarrisonsanewhairexperience.co.uk/contact	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/contact.html	(from https://www.jarrisonsanewhairexperience.co.uk/)
14:23:33	39742/39742	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Jun%202018%2013:23:30%20GMT	https://www.jarrisonsanewhairexperience.co.uk/home	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/home.html	(from https://www.jarrisonsanewhairexperience.co.uk/)
14:23:34	22270/22270	---M--	200	added ('OK')	image/jpeg	etag:%22ec4d3f56daea5b58c4fe13ca184bb569%22	https://irp-cdn.multiscreensite.com/a188ca23/import/base/dms3rep/multi/mobile/Satellite_1343626355.jpg	C:/My%20Web%20Sites/Jarrisons/irp-cdn.multiscreensite.com/a188ca23/import/base/dms3rep/multi/mobile/Satellite_1343626355.jpg	(from https://www.jarrisonsanewhairexperience.co.uk/)
14:23:35	359561/359561	---M-Z	200	added ('OK')	application/javascript	etag:%225b159e4a-57c89%22	http://s7.addthis.com/js/250/addthis_widget.js	C:/My%20Web%20Sites/Jarrisons/s7.addthis.com/js/250/addthis_widget.js	(from https://www.jarrisonsanewhairexperience.co.uk/)
14:23:35	13370/13370	---M--	200	added ('OK')	image/jpeg	etag:%22919d957d32343e84e5704ac75daaf449%22	https://irp-cdn.multiscreensite.com/a188ca23/import/base/dms3rep/multi/mobile/Satellite_794324860.jpg	C:/My%20Web%20Sites/Jarrisons/irp-cdn.multiscreensite.com/a188ca23/import/base/dms3rep/multi/mobile/Satellite_794324860.jpg	(from https://www.jarrisonsanewhairexperience.co.uk/)
14:23:35	46274/46274	---MC-	200	added ('OK')	text/javascript	date:Fri,%2018%20May%202018%2001:10:24%20GMT	https://ssl.google-analytics.com/ga.js	C:/My%20Web%20Sites/Jarrisons/ssl.google-analytics.com/ga.js	(from https://www.jarrisonsanewhairexperience.co.uk/)
14:23:40	50326/50326	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2017%20Dec%202014%2011:40:28%20GMT	http://d32hwlnfiv2gyn.cloudfront.net/sp-2.0.0-dm-0.1.min.js	C:/My%20Web%20Sites/Jarrisons/d32hwlnfiv2gyn.cloudfront.net/sp-2.0.0-dm-0.1.min.js	(from https://www.jarrisonsanewhairexperience.co.uk/)
14:23:40	56006/56006	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2256006-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/font-awesome/font/fontawesome-webfont.eot?	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/font-awesome/font/fontawesome-webfontd41d.eot	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/css-font-package.min.css?version=2018-06-18T14_58_21)
14:23:40	56006/56006	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2256006-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/font-awesome/font/fontawesome-webfont.eot?v=6	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/font-awesome/font/fontawesome-webfont1bce.eot	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/css-font-package.min.css?version=2018-06-18T14_58_21)
14:23:40	65452/65452	---M--	200	added ('OK')	application/x-font-woff	etag:W/%2265452-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/font-awesome/font/fontawesome-webfont.woff?v=6	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/font-awesome/font/fontawesome-webfont1bce.woff	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/css-font-package.min.css?version=2018-06-18T14_58_21)
14:23:40	112160/112160	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%22112160-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/font-awesome/font/fontawesome-webfont.ttf?v=6	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/font-awesome/font/fontawesome-webfont1bce.ttf	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/css-font-package.min.css?version=2018-06-18T14_58_21)
14:23:40	287007/287007	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22287007-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/font-awesome/font/fontawesome-webfont.svg	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/font-awesome/font/fontawesome-webfont.svg	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/css-font-package.min.css?version=2018-06-18T14_58_21)
14:23:41	5884/5884	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225884-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/dm-social-font/fonts/dm-social-font.eot?mxo7pn	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/dm-social-font/fonts/dm-social-font8e31.eot	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/css-font-package.min.css?version=2018-06-18T14_58_21)
14:23:41	5720/5720	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%225720-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/dm-social-font/fonts/dm-social-font.ttf?mxo7pn	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/dm-social-font/fonts/dm-social-font8e31.ttf	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/css-font-package.min.css?version=2018-06-18T14_58_21)
14:23:41	5796/5796	---M--	200	added ('OK')	application/x-font-woff	etag:W/%225796-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/dm-social-font/fonts/dm-social-font.woff?mxo7pn	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/dm-social-font/fonts/dm-social-font8e31.woff	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/css-font-package.min.css?version=2018-06-18T14_58_21)
14:23:41	13211/13211	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2213211-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/dm-social-font/fonts/dm-social-font.svg?mxo7pn	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/dm-social-font/fonts/dm-social-font8e31.svg	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/css-font-package.min.css?version=2018-06-18T14_58_21)
14:23:42	167772/167772	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22167772-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/dm-font/fonts/dm-font.eot?v=12	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/dm-font/fonts/dm-fonte5bf.eot	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/css-font-package.min.css?version=2018-06-18T14_58_21)
14:23:42	167608/167608	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%22167608-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/dm-font/fonts/dm-font.ttf?v=12	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/dm-font/fonts/dm-fonte5bf.ttf	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/css-font-package.min.css?version=2018-06-18T14_58_21)
14:23:42	167684/167684	---M--	200	added ('OK')	application/x-font-woff	etag:W/%22167684-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/dm-font/fonts/dm-font.woff?v=12	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/dm-font/fonts/dm-fonte5bf.woff	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/css-font-package.min.css?version=2018-06-18T14_58_21)
14:23:42	664097/664097	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22664097-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/dm-font/fonts/dm-font.svg?v=12	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/css/font-icons/dm-font/fonts/dm-fonte5bf.svg	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/css-font-package.min.css?version=2018-06-18T14_58_21)
14:23:42	3208/3208	---M--	200	added ('OK')	image/gif	etag:W/%223208-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/scripts/vendor/photoSwipe/loader.gif	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/scripts/vendor/photoSwipe/loader.gif	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:42	3431/3431	---M--	200	added ('OK')	image/gif	etag:W/%223431-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/scripts/vendor/photoSwipe/error.gif	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/scripts/vendor/photoSwipe/error.gif	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:43	2403/2403	---M--	200	added ('OK')	image/png	etag:W/%222403-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/scripts/vendor/photoSwipe/icons.png	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/scripts/vendor/photoSwipe/icons.png	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:43	3050/3050	---M--	200	added ('OK')	image/png	etag:W/%223050-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/scripts/vendor/photoSwipe/icons@2x.png	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/scripts/vendor/photoSwipe/icons@2x.png	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:43	183/183	---M--	200	added ('OK')	image/png	etag:%2239c516a21073844f67e2dd18554ee22f%22	https://dd-cdn.multiscreensite.com/runtime-img/arrowBlackRight.png	C:/My%20Web%20Sites/Jarrisons/dd-cdn.multiscreensite.com/runtime-img/arrowBlackRight.png	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:43	160/160	---M--	200	added ('OK')	image/png	etag:W/%22160-1529333893000%22	https://www.jarrisonsanewhairexperience.co.uk/editor/nee/images/common/2ColumnsArrows.png	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/editor/nee/images/common/2ColumnsArrows.png	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:44	70/70	---M--	200	added ('OK')	image/png	etag:W/%2270-1529333893000%22	https://www.jarrisonsanewhairexperience.co.uk/editor/nee/images/common/bluePic.png	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/editor/nee/images/common/bluePic.png	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:44	1750/1750	---M--	200	added ('OK')	image/png	etag:%227e2bf4b79655c59432728518726ba35f%22	https://s3.amazonaws.com/dudamobile-themes/Icons/searchBtn.png	C:/My%20Web%20Sites/Jarrisons/s3.amazonaws.com/dudamobile-themes/Icons/searchBtn.png	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:44	834/834	---M--	200	added ('OK')	image/jpeg	etag:%226178ddf7e0f5088b02f7c34c4d799b80%22	https://dd-cdn.multiscreensite.com/runtime-img/restaurantMenu/menu-image1.jpg	C:/My%20Web%20Sites/Jarrisons/dd-cdn.multiscreensite.com/runtime-img/restaurantMenu/menu-image1.jpg	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:45	2082/2082	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222082-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/fonts/flexslider-icon.eot	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/fonts/flexslider-icon.eot	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:45	2082/2082	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222082-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/fonts/flexslider-icon.eot?	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/fonts/flexslider-icond41d.eot	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:45	1268/1268	---M--	200	added ('OK')	application/x-font-woff	etag:W/%221268-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/fonts/flexslider-icon.woff	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/fonts/flexslider-icon.woff	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:45	1892/1892	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%221892-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/fonts/flexslider-icon.ttf	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/fonts/flexslider-icon.ttf	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:45	2334/2334	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%222334-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/fonts/flexslider-icon.svg	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/fonts/flexslider-icon.svg	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:46	185/185	---M--	200	added ('OK')	image/png	etag:W/%22185-1529333893000%22	https://www.jarrisonsanewhairexperience.co.uk/editor/nee/images/pt/content/Xclose.png	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/editor/nee/images/pt/content/Xclose.png	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:46	5107/5107	---M--	200	added ('OK')	image/jpeg	etag:W/%225107-1529333893000%22	https://www.jarrisonsanewhairexperience.co.uk/editor/dudaone/images/placeholders/image-place-holder.jpg	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/editor/dudaone/images/placeholders/image-place-holder.jpg	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:46	547/547	---M--	200	added ('OK')	image/png	etag:W/%22547-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/scripts/vendor/photoswipe4/icons/default-skin.png	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/scripts/vendor/photoswipe4/icons/default-skin.png	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:46	1554/1554	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221554-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/scripts/vendor/photoswipe4/icons/default-skin.svg	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/scripts/vendor/photoswipe4/icons/default-skin.svg	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:46	866/866	---M--	200	added ('OK')	image/gif	etag:W/%22866-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/scripts/vendor/photoswipe4/icons/preloader.gif	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/scripts/vendor/photoswipe4/icons/preloader.gif	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:47	1841/1841	---M--	200	added ('OK')	image/png	etag:%224453fffcfbe9f0e5b6955c01b2c58468%22	https://dm-direct.s3.amazonaws.com/editor/healthEngine/health_engine_placeholder.png	C:/My%20Web%20Sites/Jarrisons/dm-direct.s3.amazonaws.com/editor/healthEngine/health_engine_placeholder.png	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:47	42992/42992	---M--	200	added ('OK')	application/x-font-otf	etag:W/%2242992-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/fonts/Knockout/Knockout-26.otf	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/fonts/Knockout/Knockout-26.otf	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:47	56652/56652	---M--	200	added ('OK')	application/x-font-otf	etag:W/%2256652-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/fonts/Knockout/Knockout-27.otf	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/fonts/Knockout/Knockout-27.otf	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:48	56672/56672	---M--	200	added ('OK')	application/x-font-otf	etag:W/%2256672-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/fonts/Knockout/Knockout-28.otf	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/fonts/Knockout/Knockout-28.otf	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:48	68372/68372	---M--	200	added ('OK')	application/x-font-otf	etag:W/%2268372-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/fonts/Knockout/Knockout-29.otf	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/fonts/Knockout/Knockout-29.otf	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
14:23:48	51936/51936	---M--	200	added ('OK')	application/x-font-otf	etag:W/%2251936-1529333892000%22	https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/fonts/Knockout/Knockout-30.otf	C:/My%20Web%20Sites/Jarrisons/www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/fonts/Knockout/Knockout-30.otf	(from https://www.jarrisonsanewhairexperience.co.uk/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2018-06-18T14_58_21)
